pdbid,label
4m64,Gram-neg. inner
7ckr,Eykaryo. plasma
6vk9,Gram-neg. inner
5oc9,Eykaryo. plasma
5cfb,Eykaryo. plasma
5wq7,Gram-neg. outer
6e9c,Gram-neg. inner
6wtw,Gram-pos. inner
4aq9,Eykaryo. plasma
6a2w,Thylakoid
6ddf,Eykaryo. plasma
6kmw,Thylakoid
8d3u,Eykaryo. plasma
6vwx,Gram-pos. inner
4b7o,Gram-neg. outer
4b2q,Mitochon. inner
2a79,Eykaryo. plasma
6r2q,Gram-neg. outer
2mgy,Mitochon. outer
2ksf,Gram-neg. inner
3qq2,Gram-neg. outer
3cx5,Mitochon. inner
5oc0,Gram-neg. inner
2kse,Gram-neg. inner
3j45,Gram-neg. inner
5dir,Gram-neg. inner
4zwj,Eykaryo. plasma
7tcg,Gram-pos. inner
6v4a,Gram-neg. inner
7nb6,Gram-neg. inner
5nup,Gram-neg. outer
6w98,Gram-pos. inner
7efo,Gram-neg. inner
7e87,Eykaryo. plasma
6coy,Eykaryo. plasma
6z1r,Mitochon. inner
6cjt,Gram-neg. inner
1jo5,Thylakoid
4fc4,Gram-neg. inner
5khs,Gram-neg. inner
7qba,Gram-neg. inner
7k0l,Endoplasm. reticulum
5d92,Gram-pos. inner
6bhp,Eykaryo. plasma
7w6k,Eykaryo. plasma
5tj6,Eykaryo. plasma
5f1c,Eykaryo. plasma
4us3,Gram-pos. inner
5u70,Eykaryo. plasma
4a2n,Archaebac.
4rp8,Gram-neg. inner
6k61,Thylakoid
6p6i,Gram-neg. inner
5zov,Gram-neg. inner
2zqp,Gram-neg. inner
6z0i,Eykaryo. plasma
4dve,Gram-pos. inner
2k9y,Eykaryo. plasma
5l8r,Thylakoid
6eus,Gram-neg. outer
3tlm,Endoplasm. reticulum
7w3y,Eykaryo. plasma
4mee,Gram-neg. outer
6h7d,Eykaryo. plasma
1wu0,Gram-pos. inner
4cg5,Endoplasm. reticulum
5kbw,Gram-neg. inner
5nam,Eykaryo. plasma
5iwk,Eykaryo. plasma
4k0e,Gram-neg. inner
7ojf,Gram-neg. outer
6u8y,Archaebac.
3wu2,Thylakoid
6b2z,Mitochon. inner
6jnf,Mitochon. outer
4f4c,Eykaryo. plasma
4rl9,Gram-neg. outer
6li9,Eykaryo. plasma
7uhg,Eykaryo. plasma
7waw,Gram-neg. inner
2lop,Mitochon. inner
3tds,Gram-pos. inner
4pir,Eykaryo. plasma
6f2g,Gram-pos. inner
7vor,Gram-neg. inner
5o0t,Gram-neg. inner
6cse,Archaebac.
7ocy,Gram-pos. inner
1rwt,Thylakoid
4epa,Gram-neg. outer
6d6t,Eykaryo. plasma
5oyk,Gram-neg. outer
2jln,Gram-pos. inner
2zxe,Eykaryo. plasma
6w25,Eykaryo. plasma
6m17,Eykaryo. plasma
6dnf,Mitochon. inner
6nt6,Endoplasm. reticulum
7cx4,Eykaryo. plasma
7m93,Endoplasm. reticulum
7myz,Eykaryo. plasma
6dmw,Eykaryo. plasma
7cgp,Mitochon. inner
6rtc,Eykaryo. plasma
4gx0,Gram-neg. inner
7c4s,Eykaryo. plasma
6btm,Gram-neg. inner
7aqq,Mitochon. inner
4bem,Gram-pos. inner
7pqd,Gram-neg. inner
4rlc,Gram-neg. outer
1yce,Gram-neg. inner
5vkq,Eykaryo. plasma
3tgu,Mitochon. inner
6du8,Eykaryo. plasma
7lzh,Eykaryo. plasma
3jcu,Thylakoid
6wj6,Thylakoid
3rvy,Gram-neg. inner
6tqe,Gram-pos. inner
2n4x,Archaebac.
4dji,Gram-neg. inner
4b4a,Gram-neg. inner
6lfl,Eykaryo. plasma
6x0o,Gram-pos. inner
2l9u,Eykaryo. plasma
5ixm,Gram-neg. outer
6w2y,Eykaryo. plasma
6ftj,Endoplasm. reticulum
7ssv,Eykaryo. plasma
5n6m,Gram-neg. inner
3v3c,Thylakoid
1tly,Gram-neg. outer
7eib,Eykaryo. plasma
6by3,Gram-pos. inner
6pw4,Eykaryo. plasma
7kka,Gram-neg. inner
2bbj,Gram-neg. inner
3m73,Gram-neg. inner
3p5n,Gram-pos. inner
2mts,Endoplasm. reticulum
1a0s,Gram-neg. outer
6pv7,Eykaryo. plasma
7dtd,Eykaryo. plasma
6m02,Eykaryo. plasma
7bvf,Gram-pos. inner
4n6h,Eykaryo. plasma
5tcx,Eykaryo. plasma
6fv6,Gram-neg. inner
6jpf,Eykaryo. plasma
7egk,Gram-neg. inner
4hfi,Gram-neg. inner
6z0f,Gram-pos. inner
7o37,Mitochon. inner
6s7v,Gram-pos. inner
6sp2,Eykaryo. plasma
6p9x,Eykaryo. plasma
2z5x,Mitochon. outer
6c3o,Eykaryo. plasma
5kzo,Eykaryo. plasma
2qfi,Gram-neg. inner
6dz7,Eykaryo. plasma
5iv9,Gram-neg. outer
6rbg,Gram-neg. inner
6fvq,Gram-neg. inner
4l6r,Eykaryo. plasma
6xdc,Eykaryo. plasma
2wwb,Endoplasm. reticulum
6giq,Mitochon. inner
3am6,Eykaryo. plasma
3jbr,Eykaryo. plasma
5tcq,Gram-neg. outer
7mdc,Gram-neg. inner
7rtw,Eykaryo. plasma
1kf6,Gram-neg. inner
6tej,Gram-pos. inner
6vja,Eykaryo. plasma
2lhf,Gram-neg. outer
7tx6,Eykaryo. plasma
6mgv,Eykaryo. plasma
6x89,Mitochon. inner
6zy2,Gram-neg. inner
6ibb,Eykaryo. plasma
7coy,Thylakoid
4fqe,Gram-neg. outer
4av3,Gram-neg. inner
7tyx,Eykaryo. plasma
1xio,Gram-neg. inner
4p79,Eykaryo. plasma
5kte,Gram-neg. inner
6v1q,Eykaryo. plasma
5nj3,Eykaryo. plasma
6m32,Gram-neg. inner
7xtc,Eykaryo. plasma
6bar,Gram-neg. inner
6m04,Eykaryo. plasma
6ryo,Gram-pos. inner
1xrd,Thylakoid
5gjv,Eykaryo. plasma
6lmv,Eykaryo. plasma
6g7o,Endoplasm. reticulum
7db6,Eykaryo. plasma
6oht,Endoplasm. reticulum
6gux,Archaebac.
2vdf,Gram-neg. outer
7p2y,Gram-neg. inner
7wwb,Eykaryo. plasma
6w4s,Eykaryo. plasma
7mde,Gram-neg. inner
4qnd,Gram-neg. inner
6mhy,Eykaryo. plasma
3zd0,Endoplasm. reticulum
6ly9,Gram-neg. inner
3ohn,Gram-neg. outer
2ksr,Eykaryo. plasma
3waj,Archaebac.
6ob7,Eykaryo. plasma
6m96,Gram-neg. inner
6ak3,Eykaryo. plasma
7jk8,Gram-neg. inner
7oz1,Eykaryo. plasma
4tqu,Gram-neg. inner
7nvh,Gram-pos. inner
6caa,Eykaryo. plasma
6xxe,Gram-neg. inner
5o9h,Eykaryo. plasma
5i6c,Eykaryo. plasma
3wkv,Eykaryo. plasma
3cap,Eykaryo. plasma
4pxk,Archaebac.
6o72,Eykaryo. plasma
6mlu,Endoplasm. reticulum
6khi,Gram-neg. inner
6ye4,Gram-neg. inner
7uea,Gram-neg. inner
7ewl,Eykaryo. plasma
5oy0,Thylakoid
7eu3,Thylakoid
1rh5,Archaebac.
7jgb,Gram-pos. inner
6u9v,Eykaryo. plasma
5fp2,Gram-neg. outer
6kmx,Thylakoid
7p16,Eykaryo. plasma
4huq,Gram-pos. inner
7wv9,Eykaryo. plasma
6n3q,Endoplasm. reticulum
5mdr,Gram-neg. outer
7ddq,Gram-neg. inner
7t9i,Eykaryo. plasma
7shf,Eykaryo. plasma
1yc9,Gram-neg. outer
7bu6,Eykaryo. plasma
5oyb,Eykaryo. plasma
2lj2,Gram-neg. inner
6rw3,Eykaryo. plasma
6pwc,Eykaryo. plasma
4hzu,Gram-pos. inner
5tv4,Gram-neg. inner
7kc4,Eykaryo. plasma
7vby,Mitochon. outer
4j3o,Gram-neg. outer
6tpk,Eykaryo. plasma
6fj3,Eykaryo. plasma
6cvl,Gram-neg. inner
6dmy,Eykaryo. plasma
3b4r,Archaebac.
7fh1,Eykaryo. plasma
4rl8,Gram-neg. outer
4phu,Eykaryo. plasma
5y50,Eykaryo. plasma
6wim,Gram-neg. outer
4nv6,Gram-neg. inner
2kv5,Gram-pos. inner
6cxh,Gram-neg. inner
7d5i,Gram-pos. inner
2ahy,Gram-pos. inner
3mp7,Archaebac.
4hum,Gram-neg. inner
2n7r,Eykaryo. plasma
1kmo,Gram-neg. outer
1p49,Endoplasm. reticulum
5doq,Gram-pos. inner
5azd,Gram-neg. inner
6leo,Eykaryo. plasma
6n51,Eykaryo. plasma
1wrg,Thylakoid
3fid,Gram-neg. outer
5vms,Eykaryo. plasma
5af1,Eykaryo. plasma
5u1x,Eykaryo. plasma
5azs,Gram-neg. outer
6za9,Mitochon. inner
7nyh,Gram-neg. inner
6mi7,Gram-neg. inner
7wjm,Eykaryo. plasma
7ezz,Gram-neg. outer
6m49,Endoplasm. reticulum
6mg8,Eykaryo. plasma
4yl3,Endoplasm. reticulum
6irs,Eykaryo. plasma
6nhh,Gram-neg. inner
6a69,Eykaryo. plasma
7a46,Gram-neg. inner
6cd2,Gram-neg. outer
6kfq,Gram-pos. inner
5z62,Mitochon. inner
6rqf,Thylakoid
7piv,Eykaryo. plasma
6y9b,Eykaryo. plasma
6ijo,Thylakoid
3b9y,Gram-neg. inner
6n1g,Eykaryo. plasma
4yay,Eykaryo. plasma
2l2t,Eykaryo. plasma
6rv2,Eykaryo. plasma
7a23,Mitochon. inner
7ksq,Thylakoid
3l1l,Gram-neg. inner
7ew6,Thylakoid
3zk1,Gram-neg. inner
6cb2,Gram-neg. inner
5xsy,Eykaryo. plasma
7ahc,Gram-pos. inner
2f2b,Archaebac.
5guw,Gram-neg. inner
6fmx,Gram-pos. inner
7cg4,Gram-neg. inner
6e9n,Gram-neg. inner
7dys,Eykaryo. plasma
6r69,Gram-neg. inner
1iij,Eykaryo. plasma
7ccs,Eykaryo. plasma
6lod,Gram-neg. inner
5bz2,Gram-neg. inner
6ysf,Gram-pos. inner
6i9k,Eykaryo. plasma
5i20,Gram-neg. inner
2vqi,Gram-neg. outer
7c77,Endoplasm. reticulum
7qkr,Eykaryo. plasma
4q65,Gram-neg. inner
7ar9,Mitochon. inner
4q79,Gram-neg. outer
6s8h,Gram-neg. inner
1yew,Gram-neg. inner
7vlx,Gram-pos. inner
7m1u,Archaebac.
3k3f,Gram-neg. inner
3hb3,Gram-neg. inner
6akg,Eykaryo. plasma
7vd6,Thylakoid
2wit,Gram-pos. inner
4nef,Eykaryo. plasma
4z3n,Gram-neg. inner
3mk7,Gram-neg. inner
7qvm,Eykaryo. plasma
7cha,Gram-neg. inner
4lep,Gram-neg. inner
2x72,Eykaryo. plasma
4gd3,Gram-neg. inner
6kuw,Eykaryo. plasma
1h2s,Archaebac.
5sv9,Eykaryo. plasma
7dl9,Gram-neg. inner
6vej,Gram-neg. inner
3prn,Gram-neg. outer
6eyu,Archaebac.
2mv6,Eykaryo. plasma
6s7o,Endoplasm. reticulum
2mc7,Gram-neg. inner
4pe5,Eykaryo. plasma
7mit,Eykaryo. plasma
7bc6,Eykaryo. plasma
3tui,Gram-neg. inner
4c9g,Mitochon. inner
2hdi,Gram-neg. outer
6ebu,Gram-neg. inner
5x33,Eykaryo. plasma
7miy,Eykaryo. plasma
2b2f,Archaebac.
5h1r,Eykaryo. plasma
5zji,Thylakoid
6ksw,Eykaryo. plasma
6zbb,Mitochon. inner
7ng8,Gram-neg. outer
6v81,Gram-neg. outer
3sn6,Eykaryo. plasma
4xyd,Gram-neg. inner
3fhh,Gram-neg. outer
7rh9,Eykaryo. plasma
6ith,Eykaryo. plasma
2l34,Eykaryo. plasma
2cfp,Gram-neg. inner
4od5,Archaebac.
6sni,Endoplasm. reticulum
2k9p,Eykaryo. plasma
6jxr,Eykaryo. plasma
7b0p,Gram-pos. inner
5oek,Eykaryo. plasma
4f4l,Gram-neg. inner
3vmt,Gram-pos. inner
2lck,Mitochon. inner
5o65,Gram-neg. outer
1fjk,Endoplasm. reticulum
4tlm,Eykaryo. plasma
4g80,Eykaryo. plasma
6hwh,Gram-pos. inner
5zsu,Eykaryo. plasma
7xmt,Eykaryo. plasma
2vl0,Gram-neg. inner
6u0o,Gram-pos. inner
4aui,Gram-neg. outer
7wld,Endoplasm. reticulum
7t6t,Eykaryo. plasma
5ksd,Eykaryo. plasma
3um7,Eykaryo. plasma
7vu5,Eykaryo. plasma
6k6i,Gram-neg. inner
7xbd,Eykaryo. plasma
6ve2,Gram-neg. outer
6kob,Gram-pos. inner
4v7i,Gram-neg. inner
7met,Gram-neg. inner
6td6,Eykaryo. plasma
6cnm,Eykaryo. plasma
6yv7,Archaebac.
1p7b,Gram-neg. inner
8crt,Eykaryo. plasma
5y5s,Thylakoid
5a2n,Eykaryo. plasma
5xmj,Gram-neg. inner
4ayt,Mitochon. inner
6qc6,Mitochon. inner
2k1k,Eykaryo. plasma
6g9o,Eykaryo. plasma
2xow,Gram-neg. inner
7clv,Mitochon. inner
2k0l,Gram-neg. outer
7npw,Eykaryo. plasma
5tsa,Gram-neg. inner
6zzx,Thylakoid
7wsm,Eykaryo. plasma
7mew,Gram-neg. inner
3dh4,Gram-neg. inner
6p9y,Eykaryo. plasma
6s7p,Eykaryo. plasma
7qp9,Eykaryo. plasma
5kua,Gram-neg. inner
6rwy,Gram-neg. inner
5gko,Gram-neg. inner
6ynw,Mitochon. inner
4kpp,Archaebac.
5o5e,Endoplasm. reticulum
4jkv,Eykaryo. plasma
3dzm,Gram-neg. outer
6wuh,Mitochon. outer
7o0y,Gram-neg. inner
7b03,Gram-neg. inner
4xt3,Eykaryo. plasma
4c00,Gram-neg. outer
3rqw,Gram-neg. inner
2gfp,Gram-neg. inner
5wud,Archaebac.
5b58,Gram-neg. inner
6wvg,Eykaryo. plasma
4grv,Eykaryo. plasma
3o7q,Gram-neg. inner
2jo1,Eykaryo. plasma
2pil,Gram-neg. inner
7xna,Eykaryo. plasma
7o0w,Gram-neg. inner
6pnj,Thylakoid
2w2e,Eykaryo. plasma
5k7l,Eykaryo. plasma
2los,Mitochon. inner
6zbv,Eykaryo. plasma
6gyh,Eykaryo. plasma
7vl8,Eykaryo. plasma
2kdc,Gram-neg. inner
5xtc,Mitochon. inner
6adq,Gram-pos. inner
7jna,Eykaryo. plasma
7b7o,Thylakoid
7cqk,Endoplasm. reticulum
5vkv,Gram-neg. inner
4k3b,Gram-neg. outer
2bs2,Gram-neg. inner
5f15,Gram-neg. inner
2ks1,Eykaryo. plasma
7s5t,Eykaryo. plasma
2ynk,Gram-neg. outer
1jb0,Thylakoid
6zxa,Thylakoid
7dtw,Eykaryo. plasma
3ddl,Gram-neg. inner
4uv3,Gram-neg. outer
4djh,Eykaryo. plasma
2fgq,Gram-neg. outer
5v6p,Endoplasm. reticulum
4wav,Archaebac.
6pzt,Eykaryo. plasma
3k07,Gram-neg. inner
7o3j,Gram-neg. outer
6lum,Gram-pos. inner
6ei3,Gram-neg. inner
2maw,Eykaryo. plasma
7sk2,Eykaryo. plasma
2k1a,Eykaryo. plasma
7jro,Mitochon. inner
6igz,Thylakoid
5iva,Gram-neg. outer
5v7p,Endoplasm. reticulum
6o58,Mitochon. inner
5zkp,Eykaryo. plasma
3dwo,Gram-neg. outer
6ysl,Gram-pos. inner
6l47,Endoplasm. reticulum
6ffi,Eykaryo. plasma
5oqt,Gram-pos. inner
6xjh,Gram-pos. inner
2qts,Eykaryo. plasma
1ijd,Thylakoid
7nib,Gram-neg. inner
3nd0,Gram-neg. inner
6su3,Gram-pos. inner
6v1y,Eykaryo. plasma
6ytx,Eykaryo. plasma
6qph,Thylakoid
6xqn,Mitochon. inner
7wfe,Thylakoid
6ukn,Eykaryo. plasma
3wme,Eykaryo. plasma
7p34,Gram-neg. inner
5o8o,Mitochon. outer
7fig,Eykaryo. plasma
2lzr,Gram-neg. inner
6is6,Archaebac.
6eu6,Gram-neg. inner
6l3t,Eykaryo. plasma
2xok,Mitochon. inner
3j7q,Endoplasm. reticulum
2l6x,Gram-neg. inner
5lcb,Gram-neg. inner
2qom,Gram-neg. outer
7eeb,Eykaryo. plasma
5b57,Gram-neg. inner
4hyj,Gram-pos. inner
6ol9,Eykaryo. plasma
5lnk,Mitochon. inner
6vpv,Thylakoid
1oqw,Gram-neg. inner
5fl7,Mitochon. inner
6l6p,Eykaryo. plasma
4ev6,Archaebac.
1ors,Archaebac.
5a43,Gram-neg. inner
7cae,Gram-pos. inner
4zp0,Gram-neg. inner
4o9p,Gram-neg. inner
